Customer_ID,Age,Gender,Location,Device_Type,Signup_Date,Session_Count,Avg_Session_Duration,Pages_Viewed,Product_Views,Add_to_Cart_Count,Total_Purchases,Total_Spend,Avg_Order_Value,Last_Purchase_Date,Recency,Frequency,Monetary,Engagement_Level,Purchase_Probability,Product_Category,Product_ID,Interaction_Score
CUST000047,27.0,,Delhi,Mobile,2021-11-23,36,16,21,13,2,3,177.46,54.89,2024-12-11,20,3,177.46,Low,0.0,Sports,PROD70817,0.18
CUST000048,50.0,Female,Kolkata,Mobile,2022-09-04,34,17,4,11,4,0,0.0,489.86,2024-04-13,262,0,0.0,Very Low,0.0,Beauty,PROD62735,0.15
CUST000049,40.0,Female,Mumbai,Desktop,2024-03-01,64,21,42,31,10,4,490.04,117.71,2024-12-27,4,4,490.04,Low,0.51,Books,PROD55355,0.41
CUST000050,25.0,Female,Delhi,Mobile,2022-04-17,38,23,19,6,0,2,120.023,63.17,2024-12-29,2,2,120.023,Very Low,0.22,Fashion,PROD51204,0.12
CUST000051,49.0,,Mumbai,Mobile,2024-06-21,50,16,33,14,8,1,58.97,56.24,2024-09-27,95,1,58.97,Very Low,0.03,Beauty,PROD78646,0.24
CUST000052,30.0,Male,Mumbai,Tablet,2022-09-25,46,28,1,0,2,0,0.0,36.73,2024-04-23,252,0,0.0,,0.0,Sports,PROD10827,0.2
CUST000053,39.0,Female,Mumbai,Mobile,2023-03-28,55,18,28,21,6,1,55.48949999999999,58.41,2024-12-29,2,1,55.48949999999999,Very Low,0.24,Beauty,PROD93942,0.28
CUST000054,22.0,Male,Kolkata,Tablet,2024-12-01,57,24,4,0,3,1,17.7745,18.71,2024-12-19,12,1,17.7745,Very Low,0.06,Home,PROD27684,0.19
CUST000055,28.0,Male,Mumbai,Mobile,2023-05-10,1,25,1,0,2,1,17.31,16.01,2024-12-24,7,1,17.31,Very Low,0.0,Fashion,PROD10269,0.04
CUST000056,31.0,Male,Delhi,Desktop,2023-01-26,42,26,5,0,1,1,76.16,72.7,2024-11-26,35,1,76.16,Low,0.22,Beauty,PROD89266,0.16
CUST000057,62.0,Female,Bangalore,Mobile,2023-12-06,31,11,1,0,3,1,47.87,48.13,2024-10-03,89,1,47.87,Very Low,0.06,Home,PROD58598,0.06
CUST000058,42.0,Male,Kolkata,Mobile,2023-12-18,90,14,35,13,4,0,0.0,103.64,2024-08-21,132,0,0.0,Low,0.12,Electronics,PROD74430,0.25
CUST000059,30.0,Female,Pune,Tablet,2024-03-18,77,33,41,36,8,1,81.46249999999999,85.75,2024-12-27,4,1,81.46249999999999,Low,0.22,Sports,PROD33944,0.48
CUST000060,46.0,Male,Chennai,Mobile,2022-05-15,73,16,16,9,6,1,22.39,23.35,2024-11-04,57,1,22.39,Very Low,0.28,Electronics,PROD86915,0.21
CUST000061,62.0,Female,Pune,Desktop,2024-08-02,133,20,45,24,5,2,423.49,192.54,2024-11-26,35,2,423.49,Low,0.2,Electronics,PROD82121,0.4
CUST000062,32.0,Male,Chennai,Desktop,2022-04-05,19,22,12,13,3,0,0.0,52.19,2024-02-19,316,0,0.0,Very Low,0.22,Electronics,PROD74603,0.17
CUST000063,61.0,Female,Pune,Mobile,2023-11-20,62,16,32,18,3,2,387.36,199.23,2024-12-16,15,2,387.36,Very Low,0.11,Home,PROD59947,0.32
CUST000064,31.0,Female,Hyderabad,Desktop,2024-03-21,87,24,37,0,1,0,0.0,209.75,2024-06-02,212,0,0.0,Very Low,0.41,Books,PROD16198,0.38
CUST000065,60.0,Male,Mumbai,Mobile,2022-11-11,38,21,22,37,15,1,132.43,127.24,2024-12-30,1,1,132.43,Low,0.06,Sports,PROD69312,0.35
CUST000066,31.0,Male,Delhi,Desktop,2021-10-06,22,28,13,15,6,1,94.335,99.3,2024-12-06,25,1,94.335,Very Low,0.17,Sports,PROD77603,0.33
CUST000067,33.0,Male,Hyderabad,Mobile,2023-09-11,27,18,49,46,8,0,0.0,355.49,2024-02-27,308,0,0.0,Low,0.0,Electronics,PROD22408,0.29
CUST000068,30.0,Male,Delhi,Desktop,2023-04-22,84,21,31,13,3,0,0.0,70.48,2024-07-09,175,0,0.0,,0.39,Fashion,PROD96806,0.26
CUST000069,36.0,Female,Delhi,Mobile,2024-05-16,58,18,18,18,3,1,110.9,101.23,2024-09-07,115,1,110.9,Very Low,0.1,Electronics,PROD86067,0.21
CUST000070,35.0,Female,Bangalore,Mobile,2023-02-26,39,21,1,0,3,0,0.0,118.22,2024-07-11,173,0,0.0,Very Low,0.31,Beauty,PROD14001,0.19
CUST000071,20.0,Female,Pune,Mobile,2021-07-03,1,18,23,20,6,0,0.0,14.41,2024-02-17,318,0,0.0,Very Low,0.11,Home,PROD60237,0.24
CUST000072,37.0,Female,Mumbai,Mobile,2024-08-02,90,16,19,8,4,3,257.97,86.87,2024-11-09,52,3,257.97,Low,0.34,Electronics,PROD18063,0.28
CUST000073,44.0,Male,Chennai,Mobile,2023-04-22,64,11,28,33,3,0,0.0,174.42,2024-02-09,326,0,0.0,Very Low,0.14,Home,PROD61901,0.21
CUST000074,30.0,Male,Hyderabad,Mobile,2023-01-19,53,14,17,14,3,2,296.88,137.42,2024-11-13,48,2,296.88,Very Low,0.05,Fashion,PROD42020,0.13
CUST000075,28.0,Male,Pune,Mobile,2022-01-01,108,17,53,36,8,2,385.47,184.76,2024-11-13,48,2,385.47,Low,0.29,Electronics,PROD87706,0.43
CUST000076,33.0,Male,Pune,Mobile,2021-11-06,4,21,12,9,2,3,271.9,94.84,2024-10-02,90,3,271.9,Very Low,0.04,Books,PROD19990,0.09
CUST000077,31.0,Male,,Mobile,2022-10-22,105,16,19,9,4,3,242.9,84.65,2024-11-12,49,3,242.9,Low,0.39,Fashion,PROD27315,0.31
CUST000078,29.0,Female,Bangalore,Mobile,2024-01-16,37,21,4,0,2,1,120.64049999999999,126.99,2024-12-29,2,1,120.64049999999999,,0.14,Electronics,PROD28633,0.11
CUST000079,47.0,Female,Mumbai,Mobile,2023-04-27,49,17,9,22,3,3,130.28,41.93,2024-11-17,44,3,130.28,Low,0.4,Fashion,PROD75058,0.27
CUST000080,28.0,Male,Bangalore,Mobile,2024-05-05,71,18,20,1,1,0,0.0,171.41,2024-06-02,212,0,0.0,Low,0.0,Fashion,PROD89072,0.19
CUST000081,29.0,Female,Chennai,,2022-12-28,112,18,55,49,21,0,0.0,176.53,2024-08-22,131,0,0.0,Low,0.38,Electronics,PROD11310,0.56
CUST000082,42.0,,Kolkata,Desktop,2023-08-03,111,20,38,17,1,0,0.0,500.0,2024-05-21,224,0,0.0,Very Low,0.21,Home,PROD53050,0.28
CUST000083,28.0,Female,Chennai,Mobile,2023-05-01,62,13,29,14,6,0,0.0,139.01,2024-01-25,341,0,0.0,Very Low,0.15,Books,PROD35157,0.18
CUST000084,29.0,Male,Mumbai,Desktop,2024-10-10,1,23,19,18,4,2,106.91,55.42,2024-10-03,89,2,106.91,Very Low,0.02,Electronics,PROD18400,0.26
CUST000085,39.0,Female,Bangalore,Mobile,2023-03-14,111,11,40,23,4,1,61.48,60.89,2024-11-23,38,1,61.48,Very Low,0.43,Books,PROD47526,0.33
CUST000086,69.0,Male,,Desktop,2022-10-20,35,36,1,0,2,0,0.0,78.05,2024-05-25,220,0,0.0,Very Low,0.0,Electronics,PROD56197,0.18
CUST000087,45.0,Male,Mumbai,Mobile,2022-04-19,70,16,41,21,3,0,0.0,161.2,2024-05-04,241,0,0.0,Low,0.25,Fashion,PROD56398,0.31
CUST000088,33.0,Female,Mumbai,Mobile,2023-03-19,45,20,1,6,6,0,0.0,100.44,2024-01-25,341,0,0.0,Very Low,0.07,Beauty,PROD89853,0.17
CUST000089,52.0,Male,Mumbai,Desktop,2022-11-19,77,17,40,16,1,2,173.57,91.27,2024-12-30,1,2,173.57,Low,0.32,Electronics,PROD87036,0.22
CUST000090,45.0,Male,Chennai,Desktop,2023-09-24,7,26,11,10,3,0,0.0,12.51,2024-01-25,341,0,0.0,,0.01,Sports,PROD87558,0.14
CUST000091,53.0,Male,Delhi,Mobile,2022-07-05,94,11,43,43,4,0,0.0,26.45,2024-01-07,359,0,0.0,Very Low,0.17,Fashion,PROD31292,0.44
CUST000092,25.0,,Delhi,Mobile,2021-06-05,24,14,12,23,3,1,70.7,73.28,2024-10-02,90,1,70.7,,0.0,Books,PROD56198,0.16
CUST000093,27.0,Female,Pune,Desktop,2022-12-22,39,22,25,31,3,1,95.399,100.42,2024-12-25,6,1,95.399,Low,0.1,Electronics,PROD95306,0.27
CUST000094,56.0,Male,Delhi,Desktop,2021-07-03,77,13,33,8,2,1,61.66,59.42,2024-11-26,35,1,61.66,Low,0.16,Electronics,PROD93879,0.22
CUST000095,45.0,Female,Mumbai,Desktop,2022-02-10,92,22,40,31,4,6,545.0909999999999,95.63,2024-12-25,6,6,545.0909999999999,Medium,0.43,Electronics,PROD62445,0.32
CUST000096,45.0,Male,Delhi,Mobile,2023-12-14,34,21,24,28,6,1,103.06,106.23,2024-12-27,4,1,103.06,Very Low,0.29,Electronics,PROD29012,0.32
CUST000097,31.0,Male,Mumbai,Mobile,2024-08-16,71,13,15,17,8,1,35.63,35.09,2024-12-20,11,1,35.63,Low,0.29,Fashion,PROD97688,0.34
CUST000098,69.0,Male,Mumbai,Mobile,2021-11-11,94,16,47,16,4,1,41.571999999999996,43.76,2024-08-17,136,1,41.571999999999996,Low,0.41,Electronics,PROD12312,0.31
CUST000099,63.0,Female,Mumbai,Mobile,2023-06-26,103,12,39,14,4,1,16.37,15.17,2024-11-06,55,1,16.37,Very Low,0.12,Fashion,PROD47251,0.4
CUST000100,43.0,Female,Bangalore,Mobile,2022-11-08,41,21,18,14,2,1,11.58,10.61,2024-12-28,3,1,11.58,Very Low,0.0,Fashion,PROD57933,0.21
CUST000101,24.0,,Mumbai,Desktop,2022-08-06,7,27,7,10,7,1,39.25,38.12,2024-12-26,5,1,39.25,Very Low,0.0,Beauty,PROD72811,0.19
CUST000102,31.0,Female,Delhi,Mobile,2022-10-01,11,23,7,10,4,1,137.59799999999998,144.84,2024-12-24,7,1,137.59799999999998,Very Low,0.39,Books,PROD95276,0.09
CUST000103,23.0,Female,Kolkata,Desktop,2023-05-18,35,24,10,6,4,1,41.7,43.4,2024-12-17,14,1,41.7,Very Low,0.0,Books,PROD84152,0.22
CUST000104,38.0,Female,Delhi,Mobile,2022-10-25,36,23,18,8,3,1,19.33,17.78,2024-10-06,86,1,19.33,Very Low,0.2,Electronics,PROD98205,0.26
CUST000105,31.0,Female,Kolkata,Mobile,2022-10-14,37,12,16,0,1,1,85.785,90.3,2024-12-10,21,1,85.785,Low,0.28,Electronics,PROD79323,0.04
CUST000106,40.0,Male,Bangalore,Mobile,2023-01-24,29,18,27,20,8,1,48.74,45.24,2024-12-01,30,1,48.74,Very Low,0.0,Fashion,PROD70394,0.25
CUST000107,23.0,Female,Delhi,Mobile,2024-11-08,61,15,31,44,11,0,0.0,115.66,2024-01-16,350,0,0.0,Very Low,0.38,Beauty,PROD91700,0.35
CUST000108,30.0,Male,Chennai,Desktop,2023-03-12,40,28,9,20,3,1,42.28,39.85,2024-12-16,15,1,42.28,Very Low,0.05,Beauty,PROD65650,0.17
CUST000109,53.0,Male,Mumbai,Mobile,2022-07-18,18,14,37,30,7,0,0.0,196.38,2024-05-05,240,0,0.0,Very Low,0.27,,PROD17530,0.32
CUST000110,45.0,Female,Mumbai,Mobile,2022-12-16,127,8,30,31,10,3,162.73,49.66,2024-12-30,1,3,162.73,Low,0.4,Sports,PROD86985,0.38
CUST000111,66.0,Male,Hyderabad,Mobile,2024-08-18,60,14,6,17,2,2,85.33,44.85,2024-12-03,28,2,85.33,Low,0.34,Electronics,PROD68015,0.18
CUST000112,61.0,Female,Bangalore,Mobile,2024-06-03,97,11,35,33,3,3,660.2025,231.65,2024-12-23,8,3,660.2025,Low,0.36,Beauty,PROD16953,0.31
CUST000113,38.0,Male,Chennai,Desktop,2023-09-09,54,21,31,28,7,0,0.0,52.37,2024-04-08,267,0,0.0,Very Low,0.19,Electronics,PROD65969,0.41
CUST000114,47.0,Female,Kolkata,Mobile,2021-03-27,39,12,1,7,2,3,311.1,107.59,2024-12-27,4,3,311.1,Very Low,0.21,Electronics,PROD53274,0.16
CUST000115,29.0,Female,Delhi,Desktop,2023-01-04,67,27,14,0,8,0,0.0,23.97,2024-08-09,144,0,0.0,Very Low,0.39,Electronics,PROD16879,0.25
CUST000116,35.0,Male,Bangalore,Desktop,2024-11-06,49,27,10,19,5,3,56.6295,19.87,2024-12-22,9,3,56.6295,Low,0.09,Beauty,PROD36656,0.19
CUST000117,43.0,,Bangalore,Mobile,2023-09-15,47,10,14,19,1,1,127.376,134.08,2024-12-15,16,1,127.376,Low,0.17,Home,PROD92505,0.12
CUST000118,26.0,Male,Pune,Mobile,2022-10-27,35,22,1,0,1,0,0.0,77.33,2024-04-08,267,0,0.0,Very Low,0.01,Electronics,PROD80250,0.15
CUST000119,32.0,Female,Chennai,Desktop,2023-09-06,22,22,6,0,4,1,31.69,32.16,2024-12-24,7,1,31.69,Low,0.3,Books,PROD35084,0.04
CUST000120,25.0,Female,Kolkata,Desktop,2021-07-21,103,17,33,17,4,2,842.89,416.15,2024-11-29,32,2,842.89,Low,0.29,Fashion,PROD32745,0.39
CUST000121,43.0,Female,,Mobile,2024-03-16,34,16,7,18,5,1,24.71,25.33,2024-12-18,13,1,24.71,Very Low,0.32,Beauty,PROD41809,0.28
CUST000122,40.0,Female,Chennai,Mobile,2024-12-16,50,16,36,20,6,2,39.08,20.35,2024-07-04,180,2,39.08,Very Low,0.26,Books,PROD36258,0.32
CUST000123,37.0,Female,,Mobile,2023-02-24,80,12,31,17,10,3,475.68,148.55,2024-12-18,13,3,475.68,Low,0.09,Beauty,PROD87592,0.14
CUST000124,35.0,Female,Mumbai,Mobile,2023-08-25,74,12,48,39,4,0,0.0,22.2,2024-08-12,141,0,0.0,Very Low,0.13,Books,PROD73524,0.31
CUST000125,37.0,Female,Pune,,2022-01-26,35,17,14,6,4,0,0.0,27.72,2024-03-07,299,0,0.0,Low,0.01,Fashion,PROD79526,0.13
CUST000126,41.0,Male,Mumbai,Mobile,2023-11-15,86,12,45,24,5,0,0.0,213.82,2024-01-31,335,0,0.0,Very Low,0.48,Fashion,PROD69756,0.33
CUST000127,43.0,Female,Pune,Mobile,2023-12-18,143,9,50,12,0,3,122.55,40.88,2024-12-03,28,3,122.55,Low,0.58,Home,PROD16643,0.33
CUST000128,27.0,Male,Mumbai,Mobile,2024-12-13,91,14,26,31,3,0,0.0,46.19,2024-04-10,265,0,0.0,Very Low,0.37,Fashion,PROD84019,0.28
CUST000129,36.0,Female,Chennai,Mobile,2022-10-23,3,21,12,5,5,0,0.0,178.07,2024-07-07,177,0,0.0,Low,0.0,Electronics,PROD52590,0.13
CUST000130,18.0,Male,,Desktop,2022-07-06,122,18,35,35,11,1,102.75,99.13,2024-11-23,38,1,102.75,Low,0.62,,PROD88077,0.51
CUST000131,21.0,Female,Delhi,Mobile,2023-11-04,119,8,36,21,8,3,529.39,161.64,2024-11-01,60,3,529.39,Low,0.32,Home,PROD45133,0.39
CUST000132,67.0,,Mumbai,Tablet,2022-01-09,1,29,23,0,1,1,10.45,11.0,2024-11-27,34,1,10.45,Very Low,0.0,Fashion,PROD68215,0.21
CUST000133,30.0,Female,Bangalore,Mobile,2022-03-16,39,21,18,11,3,0,0.0,311.08,2024-04-17,258,0,0.0,Very Low,0.26,Electronics,PROD50224,0.25
CUST000134,52.0,Female,Delhi,Desktop,2024-06-06,44,24,27,0,0,0,0.0,33.61,2024-07-25,159,0,0.0,Very Low,0.16,Home,PROD15406,0.25
CUST000135,58.0,Male,Hyderabad,Mobile,2024-04-15,83,20,42,16,11,0,0.0,11.45,2024-01-16,350,0,0.0,Low,0.4,Electronics,PROD69652,0.44
CUST000136,40.0,Female,Mumbai,Mobile,2023-08-14,75,11,35,19,5,2,135.27,64.96,2024-10-09,83,2,135.27,Low,0.32,Beauty,PROD78368,0.24
CUST000137,66.0,Other,Mumbai,Mobile,2022-06-27,11,18,14,6,2,0,0.0,27.47,2024-02-17,318,0,0.0,,0.0,Electronics,PROD29419,0.2
CUST000138,32.0,Female,Mumbai,Mobile,2023-07-18,23,26,1,1,3,1,964.2431263300234,427.13368650011836,2024-12-01,30,1,964.2431263300234,Low,0.0,Fashion,PROD39903,0.05
CUST000139,23.0,Female,Delhi,Tablet,2022-05-24,31,28,9,18,4,0,0.0,171.61,2024-06-06,208,0,0.0,Very Low,0.0,Books,PROD85524,0.26
CUST000140,29.0,Male,Chennai,Mobile,2024-03-16,26,14,26,13,3,1,35.37,37.16,2024-12-09,22,1,35.37,Very Low,0.36,Beauty,PROD71000,0.2
CUST000141,39.0,Female,Kolkata,Desktop,2024-11-27,24,30,6,0,3,2,187.02,86.51,2024-11-12,49,2,187.02,Very Low,0.14,Home,PROD81601,0.23
CUST000142,68.0,Male,Mumbai,Mobile,2023-07-03,72,16,25,32,5,2,65.58800000000001,34.52,2024-11-14,47,2,65.58800000000001,Low,0.37,Beauty,PROD96022,0.36
CUST000143,24.0,Female,Bangalore,Mobile,2021-12-02,47,20,26,25,6,0,0.0,98.33,2024-04-23,252,0,0.0,Low,0.05,Sports,PROD38160,0.21
CUST000144,29.0,Male,Chennai,Mobile,2024-01-01,1,18,27,5,0,2,181.089,95.31,2024-12-30,1,2,181.089,Low,0.08,Fashion,PROD73795,0.1
CUST000145,58.0,Female,Delhi,Desktop,2021-05-02,44,28,14,15,2,1,22.77,21.92,2024-10-30,62,1,22.77,Very Low,0.17,Fashion,PROD65339,0.23
CUST000146,53.0,Male,Delhi,Mobile,2023-12-07,83,13,40,24,5,1,53.66,55.87,2024-12-14,17,1,53.66,Low,0.37,Electronics,PROD34860,0.4
CUST000147,,Male,,Desktop,2024-06-02,63,24,28,11,3,1,88.97,92.83,2024-12-18,13,1,88.97,Low,0.21,Beauty,PROD48674,0.31
CUST000148,29.0,,Mumbai,,2021-06-05,104,20,61,43,13,1,13.53,14.14,2024-11-17,44,1,13.53,Low,0.22,Fashion,PROD87884,0.47
CUST000149,53.0,Female,Mumbai,Desktop,2023-06-11,124,20,36,25,10,0,0.0,110.28,2024-05-13,232,0,0.0,Low,0.42,Fashion,PROD11018,0.42
CUST000150,41.0,Female,,Mobile,2023-10-27,13,16,1,1,2,2,31.767999999999997,16.72,2024-11-24,37,2,31.767999999999997,Very Low,0.19,Electronics,PROD68110,0.16
CUST000151,38.0,,Bangalore,Mobile,2021-05-28,77,13,47,31,9,1,101.99,103.33,2024-11-13,48,1,101.99,Low,0.16,Home,PROD77331,0.27
CUST000152,46.0,Female,Mumbai,Mobile,2021-08-10,34,23,40,16,2,0,0.0,27.19,2024-03-23,283,0,0.0,Very Low,0.16,Beauty,PROD19672,0.26
CUST000153,46.0,,Mumbai,Mobile,2022-06-01,67,9,32,22,7,4,55.88,12.79,2024-12-03,28,4,55.88,Low,0.29,Beauty,PROD31596,0.28
CUST000154,,Female,Delhi,,2022-10-14,52,13,6,0,1,1,18.990499999999997,19.99,2024-12-26,5,1,18.990499999999997,,0.13,Beauty,PROD55946,0.11
CUST000155,40.0,Female,Mumbai,Mobile,2022-08-14,101,25,17,2,1,2,76.38,39.22,2024-10-14,78,2,76.38,Very Low,0.24,Beauty,PROD71678,0.24
